1,110059,600000,14.450,0.200,5000000.0000,,18.79,20200504,110.0000,20251028,190059,4999917.420000,20191115
1,113545,603113,11.400,0.600,150000.0000,7.98,14.82,20200418,110.0000,20251014,191545,149986.600000,20191107
0,123032,300591,6.890,1.500,18029.0000,4.82,8.96,20200417,122.0000,20251011,123032,6286.800000,20191031
0,123031,300655,18.530,0.500,18500.0000,12.97,24.09,20200305,111.0000,20250829,123031,6310.810000,20190926
0,123030,300040,5.650,0.700,30800.0000,3.96,7.35,20200227,115.0000,20250820,123030,11479.030000,20190912
0,123029,300677,10.410,0.800,47000.0000,7.29,13.53,20200224,128.0000,20250816,123029,13678.880000,20190910
1,113543,603833,71.690,0.600,149500.0000,50.18,93.20,20200224,110.0000,20250816,191543,80794.280000,20190904
1,113542,603898,16.270,0.600,63000.0000,11.39,21.15,20200207,110.0000,20250801,191542,60273.610000,20190823
1,113541,603165,11.540,0.700,33000.0000,8.08,15.00,20200129,110.0000,20250723,191541,27455.480000,20190813
0,123028,300437,11.840,0.800,49000.0000,8.29,15.39,20191225,115.0000,20250619,123028,45553.470000,20190715
1,113027,601020,10.170,0.600,64000.0000,7.12,13.22,20191220,110.0000,20250614,191027,32562.390000,20190710
1,113537,603348,19.430,0.800,80000.0000,13.60,25.26,20191214,115.0000,20250610,191537,50408.290000,20190705
0,123027,300487,29.330,0.700,34000.0000,20.53,38.13,20191217,113.0000,20250611,123027,10769.960000,20190704
0,123026,300692,12.250,0.800,29000.0000,8.58,15.93,20191216,106.0000,20240609,123026,14410.140000,20190701
1,113536,603578,19.540,0.500,19156.5000,13.68,25.40,20191206,110.0000,20250531,191536,14885.410000,20190624
1,113535,603278,12.400,0.600,50000.0000,8.68,16.12,20191115,110.0000,20240509,191535,49992.400000,20190603
1,110058,600105,5.040,0.600,98000.0000,3.53,6.55,20191022,110.0000,20250416,190058,46598.550000,20190508
1,113026,601985,6.080,0.500,780000.0000,4.26,7.90,20191019,105.0000,20250415,191026,779978.800000,20190508
1,113025,601677,11.200,0.600,183911.0000,7.84,14.56,20191016,110.0000,20250410,191025,172719.470000,20190507
1,110057,600420,9.890,0.500,161594.0000,6.92,12.86,20191008,106.0000,20250401,190057,161572.600000,20190430
1,113534,603876,15.180,0.600,125400.0000,10.63,19.73,20191015,110.0000,20250409,191534,119853.200000,20190430
1,113024,601611,9.760,0.400,299625.0000,6.83,12.69,20191014,105.0000,20250408,191024,299604.800000,20190426
